user,score
33559070,2.8856652458246232
23860080,2.8658734685123264
35004904,2.7687195923154873
15729610,3.5811597924850793
45756837,2.723999519749944
13108492,3.5340784882512986
49679476,3.009257696141219
16915314,2.79519578028002
82659670,3.601469006410625
36711067,2.735088570214279
Rami,1.7680306067199305
23050469,2.7235311018080295
20061636,2.787913808167418
59379461,2.9283965910619845
88608756,2.9129689920056308
25963014,2.7358455500886896
25166710,3.6405200848212647
15381289,2.7230009054354873
14848333,2.79429922676752
48771945,2.7234219897108476
راعي البقر جوز الهند,1.7557439805735324
26874196,2.894997346324023
84029728,2.724932176994908
14688795,2.765637393074836
19726712,3.1551266579338755
33430808,2.789710571705797
45784061,2.7936584676441774
19794863,3.0219327746627433
11775382,2.8972532996105933
43260020,2.816768804552524
83237129,2.815378547371753
20058011,2.918691571975846
14949041,2.803051449703342
s.o.dawlah,1.8140524635029305
24653967,2.7285586138332154
19665244,2.894458078258624
37756634,2.778008646610966
89138086,2.754665809178156
16789109,2.7322087077781454
25497779,2.7879779928089556
56503513,2.733167133918432
38377294,3.22615754979705
15730630,3.214803090958404
77597862,3.005685436365072
37366722,2.7301192825591327
20323217,2.7945852054050233
65147092,2.89738110341787
20188930,2.9303610858221547
21901444,2.7284626442328266
65412296,2.7911872786148244
62915387,3.594406662581367
48240430,2.832506960285736
66891881,2.761528736647754
16915318,2.795088413145211
40511475,2.739050285696384
17837184,2.731940690247158
65147046,2.901224674557986
23596179,3.0118536746721327
23855526,3.1174466423835443
21824724,2.790809112955783
73927067,3.1246353178842563
68422830,3.006861673407514
40510172,2.7597014482889053
68421504,3.2382938969192216
14823075,2.732033937541366
77999719,2.7321857572022776
28202403,3.621626574679617
20973266,3.308196564784141
65540572,2.893472030423127
27137884,2.830048147757388
20973268,3.3066784318950857
19149651,2.723628755655484
66064040,2.9465455601166726
88976793,2.897640807108507
14951383,2.752095662977024
18227850,2.7605592959605914
66017657,2.813189276789361
15478701,2.731106750067218
14332408,2.729592762345756
24117958,3.635319546292472
21650577,2.732443053324968
85241761,2.7878137387912543
17570720,2.793942711124964
16917947,2.74942490570227
43003845,2.7310249358078544
15729628,3.5902715967863257
15870923,2.7302424634247835
43916751,2.78769802256387
90189378,2.7326069845596406
49108795,3.0328618790642707
15870918,2.7304525053894766
44569879,2.849277408377828
16701967,2.7917756037964354
19137654,3.5270380302876845
30016080,3.618806869070103
15731922,2.999131300343261
23593931,3.5826867346069284
16236219,2.823952685395911
19402861,2.901326511820573
18697832,2.8036362618311492
54930763,2.73186730417091
23048103,2.7869696377956013
27111253,2.7919409498491325
44827882,3.55286037676294
69481026,2.7241627712286283
15021761,2.777117610629474
18091904,2.922012082445084
15866004,2.8167160535767954
9576282,2.7782111875144517
19508427,3.0000959495573416
25434101,2.824829756108169
20058076,2.9161612431058614
48091503,2.831023506455422
62665709,2.7224318897608133
28443450,3.593351951647868
15357578,3.2693668812598893
15996989,2.818772630094226
21782364,2.7669712016483916
6423192,3.6581292882092855
70266308,2.730012207018764
49884433,2.8473915067087505
15868672,2.758531924308619
12435,2.728355173029743
65151996,2.7511320868328593
15603688,2.82414691269729
19138960,3.122050558498908
21770389,2.7283063521051205
1075,3.5559611191704947
47192481,2.810850037536903
63310578,3.062595508077684
56361822,3.625992801704902
1070,3.555332330341969
24780909,2.7745766210720815
12449,2.7280819718609277
33729703,3.0169882864602102
12444,2.727887858751104
15344280,2.760932408637298
12447,2.7281037665681342
17827729,3.238558765469067
87698418,2.730226908994695
6136542,3.6083964258977432
20450235,3.020174777824809
29895479,2.7326677954090934
51255766,2.809077789022246
22032764,2.723616410106564
17574216,2.736957304136619
1083,3.5560745152921216
35282951,2.8565696078500613
14427300,2.7504038595722293
15206598,3.155860687796927
47456653,2.768894784894731
15472598,2.8248467095925607
21638806,2.732084828706541
20421700,2.9986401384019157
24123756,2.8124173778379737
81008439,2.832837923178522
74449589,3.6398159937605508
18875241,3.636275377037208
17052537,2.723739259475356
25844505,2.7610698930130755
58335116,2.777909648119275
6189042,2.89134140197975
17706655,2.731731153498692
20055826,3.2814481164802016
44172473,3.5343790733350273
88998145,3.366256023094522
5767612,3.6120133363976934
76554897,2.7609905409237614
18491294,2.741189872708742
34375311,2.7368892904239246
56535975,3.3778413130322926
33818464,3.263420493516611
48505944,2.750707366021401
17435263,3.0797001238289274
33688679,3.0090964607217927
36711022,2.734001309966201
23048180,2.777880251233366
60789426,2.7314968782058733
18461401,2.7246761347124466
14693317,2.7235107011098547
30017318,3.275870480299085
fahad slyman alsomal,1.801806615104039
7475892,2.8779816071050544
73280080,2.734905957802586
25176159,2.737425450931683
47361794,2.8074777994975175
32122677,2.739806076244774
16658592,2.7280402990667154
53129665,2.7341874784758287
19665279,2.896641423745978
53750918,2.7328999163264003
14430992,2.723147726645333
28057094,2.7846206228367545
18308106,2.7391292305441
hebeshi,1.7588327265842063
14949009,2.80406789833772
36581371,2.731004517617265
19935260,2.730250093286897
32769020,3.553136096087807
15995681,2.871689391470135
15994353,2.9664786356176487
56504821,2.7234141899210282
15868679,2.7595904807264207
18225267,2.8169168008814216
14812346,3.534739104182492
11450112,2.7235623765888466
13370992,3.3450495461190015
55816882,2.7296967412906725
21242858,2.75105219022505
86332854,3.617675899921169
19268192,3.5907132635643544
22283119,3.639540693505237
21114597,2.7319015113188945
18220445,3.4405949170909826
75634001,2.847724059079828
18486746,2.841297437833616
37106682,2.7225060765994398
60435822,2.7316155528046098
19532018,2.808795228771522
25299803,3.0340462741817
40380330,2.741061236288419
18361955,2.73209740928071
28378683,2.749615012235972
47198501,2.725214441264966
21630123,3.0061083943960836
43254150,3.6032684820597276
62921126,2.8116409581042894
18787903,2.846570823693434
18815587,2.9026187259660365
21784943,3.0687744416660583
91358484,3.5243939362151795
26609519,3.2603312932013595
92149823,2.8183887474321923
246,3.2197694989741357
16519568,2.8975518161502114
30715662,2.8079718677180336
64624885,2.8131471204407283
16911739,2.9817737388637915
60475056,2.778002922266698
11041,2.7325449981808747
16645321,2.9988878549426814
22982603,2.7789061926775407
21239119,2.847844483998849
18358323,2.7750104682028853
58727733,2.7886613658616857
257,3.1762423887292646
64889860,2.7512195071816485
259,3.1794080452254656
21114568,2.732297786511977
12726172,2.731485981085431
19925963,3.0191122537108015
71310712,2.787464534507503
11054,2.732604548382661
18232432,2.7206843742760096
24253070,2.8817293172408056
16657321,2.730071358466703
19671125,2.7378833821073933
24253072,2.881394479125704
21113230,2.7382818615817786
76951898,2.725784824118552
16784204,2.7976718943103647
23952768,2.772326219786319
19142115,2.841157466255776
668243,2.7236571997320564
24517200,2.8077991234762076
55973789,2.827922401150887
23206711,2.7986001441352886
18460156,2.8552790246343633
31458706,3.454387847318261
3806441,2.8472539040117586
274,3.2474177261240755
64839531,2.810481714403108
11542772,2.7723072138913984
19673734,2.7238727592146725
15663318,3.538269545110574
73282669,2.7207038069628275
14286954,3.3212114861341187
17870564,2.812460638662562
8569,2.769215190562714
25299849,3.0323768711759027
32910801,2.7300904598625846
8584,2.7689744120100572
5778342,2.7300004199068546
55972445,2.8845523773841344
7997612,3.1654271452538607
78914502,2.754202442667059
1979111,2.723158797333158
31043440,2.792606938874988
19661756,3.5851836016374965
17958219,3.504353391501608
48900449,2.737153045796467
15664632,2.7530254518443966
14692093,2.731242460552777
22939819,3.1657086417918134
20709927,3.0004419907734645
67131261,2.99988538183361
16123620,2.73686344941161
63832357,3.2283535225534417
18221751,3.069026617967994
291,3.2344335468913163
24970406,2.7912948535986235
14464323,2.7547038861195166
42650103,3.427933770310075
17629860,2.9160047756054217
17311932,2.7367942928756905
50735836,2.7349254308296547
69338719,3.35475836967573
19924665,2.7375472453508305
18751963,2.761494366821249
6232482,2.725177001752197
28193775,2.722238677125556
14166981,2.730328398621165
34615476,2.7282720220054606
38275310,3.1517932363678387
19884952,2.832917233301715
19798395,2.740585412734277
55455573,2.730441544038021
19143408,2.8016422434097445
21920573,3.0528327881543094
16581680,2.8153642969259893
22806736,3.257199223320131
15862550,3.0553334301955397
15862556,3.053442156623105
18616356,2.9079547863901123
Bill KillCoconut,1.770588396976803
25712621,2.9213667246461137
18766109,2.837204984009772
29890699,2.816833770427968
52627602,2.7234046242283965
16390926,2.8017668557142805
27671272,2.8159910632497853
18808413,2.7355680028117892
18809746,2.847153682043188
11018782,2.7646393175271284
33977927,2.911107945059982
31592795,2.894497635877718
14163016,2.794615308785171
16129762,2.7780851098688792
62399325,2.7552526288558803
49295431,2.729432912882628
21768031,2.7395571704435895
43911820,2.7333166822623536
18679958,2.7238150037023146
36744718,2.8554014026653163
16790056,2.723555170028964
15863880,2.9030622802942836
19928155,2.854346345239026
87693550,2.8131256499505155
19631946,2.740527333517861
15338395,3.026796827612798
64751907,3.154693830414724
25171326,2.8466905389158033
64924860,3.0095134411343487
84421888,2.7321101957217357
22818720,2.7309522995131124
15772401,3.6246402530166257
15477490,2.733157631500827
37761293,2.7246855503529464
19274077,2.7365788882273074
17442357,2.7445610167635004
46411087,2.7318698946728595
19925949,3.0192725568100482
14773952,3.371906042820684
3025261,2.7370559486186634
22290233,2.777900957411174
80478750,3.0061886769437467
46538297,2.782495829955158
27743596,3.318699596950079
83498520,2.8393230131893654
22589282,2.795364689309859
9318752,2.725453682983101
15477425,2.735157340474972
86124027,2.7476430672413708
36147307,2.7303167948153058
796605,2.740466052261323
796601,2.740515864418208
20188876,2.939296413018562
92803673,2.8845288556835684
90058818,2.729342556384663
42742650,2.72370238419016
15211133,2.8056481451032074
51122693,2.886604774016254
27396708,3.0882423674956727
27928263,2.7408240477476875
24128576,2.7291834157268253
14944232,3.2267760323062005
91497548,2.750539793723809
16057461,2.802328686741931
26484272,2.782559075896324
33695785,2.7388013110103886
45832127,2.9500710101317766
73270616,2.775163841240569
67119528,2.737490906879759
3750,2.94657503762077
31464562,2.7946755037563635
14550773,3.29290835679882
14944241,3.228887968979939
Umm Ammarah,1.7595962192450134
24851771,2.835822175585478
46137833,3.5776091301929327
75630547,3.220276542392397
88355255,2.723680473728133
37359603,2.913276697642297
94380770,2.759086105116971
76816554,2.7742484321332785
73664272,2.7349895502958566
Maysoon ٤٣,1.7597755714862287
27010493,2.7491852460811965
18617853,2.8408712690774114
17608018,2.913878431493792
14812496,2.7769246212081566
1836671,2.7409821382624977
36711189,2.7325165720213036
16652550,2.815497140932226
35652231,3.6614943650379685
Newerajihadi61,1.7595410091085022
24387579,2.775034372452296
19009294,2.9282337690307223
14461985,3.1546600661635265
18089796,3.2694257288877333
17586128,2.9383054944843723
20449318,3.212658728101359
19274162,2.8106633481561656
91843033,2.724009365117449
73996393,2.7485772545349594
72364555,2.723850244949148
1103,3.560414234763953
32375793,3.5808334027140325
22329139,2.788161857420557
16261382,2.770992293679491
6563312,2.7489322280568476
22547252,3.049651038196231
18592015,2.7446245411593404
15999280,2.7706111581343653
87042301,2.7372686385159306
1117,3.5312540803247088
75377129,2.736289493349253
41165916,2.750533196698177
2442,3.12590710816731
7864592,3.3502709230159504
24970275,2.8132427725296307
17964225,2.7919238697103674
46274290,2.8370653921183693
39588192,2.8940173841434724
80614323,2.859102570950125
86961073,3.421205260178989
18621088,2.760764161586608
35793887,2.729820274550061
81792785,2.927678096592164
29756545,3.0111980206897444
15226913,2.897729224121807
AL MUHAJIRUN,1.7732241590918203
56631987,2.7613493922399903
28714672,2.7416016861448376
28317639,2.826232531913069
15469097,3.0989608894043323
18810634,2.735214988222256
35654845,3.0034105335658707
29503333,2.7306019886399224
14559087,2.739594870728072
3284251,2.789622057839139
59530553,2.7305393326278327
17328834,2.7742084350842915
18924888,2.7436452454117015
88345700,3.009559201047125
75641024,2.7267395392560623
51778860,2.85140679957997
28443544,3.6260568327630174
55317776,2.848670527243903
15344199,2.762580742655314
5900882,3.0931878035657845
38508404,2.794892450211557
1153,3.5278661007390295
62609533,2.8758735626434153
2483,3.131525996454631
68157749,3.3869879682578916
16653851,2.7828164562502837
19792369,3.579663026810352
22331432,2.734604425275516
62654999,3.1028637353020025
28193998,2.720636137419994
2495,3.1247418546412984
14295094,2.775209978621459
18744626,3.50766351887842
19692943,2.8027756345560904
77210288,2.761277370027836
15292471,2.8953125571011458
Abu Muhammad Ashami,1.794329563452676
16297371,2.8969871962416938
17180717,2.738789803474555
14114012,2.7318925779944676
30420398,2.7309005993780575
9972082,2.7367367091778916
1173,3.5247915128946703
16255515,3.1018134393330414
37100300,2.801933285956686
18023980,2.7482304244915623
8521172,3.389781938470275
18546991,3.2795340823481163
63841966,2.741582097675463
1186,3.527416435842957
21891481,3.1239022701860506
39727884,2.722916605821474
56107958,2.755074020275617
30681605,2.735832294980785
19149500,2.723960604954816
14300107,2.7233900208072033
16244864,2.9646642303291673
21239304,2.8408543312038645
21103980,3.4817440260715564
15866130,2.815704195480393
35131869,2.8921732923722674
41945519,3.1266235929582344
38941183,2.723386585480855
61213813,3.0099439168973783
67776585,2.7294280262338324
17970094,2.723586556341684
38016553,2.839155923829478
3938131,2.83103982669009
14300117,2.723487920169778
71705695,2.750646662748334
14790524,2.790721569672542
22425011,2.730265205234523
73008127,3.551884218434853
16319011,2.9992428498400168
22938645,3.55748766286073
61766771,3.1389976974172877
60695877,2.749157865120743
17966816,2.7403783459698903
64233804,2.7709086656834794
71703046,2.807679701788816
94714699,2.79329805221132
20451694,2.8946505136249905
12534,2.7245110291639234
27125723,2.8015004378140302
72621042,2.7913507184041695
14160792,2.8593854457743233
15891115,3.600084005147688
45045443,3.167938286890437
17345327,3.6118853645860627
28835844,2.812687085170212
25037240,3.1275150235344475
17179760,2.750616991220297
90178716,2.7930847439629582
17575418,2.7305114287422985
70921501,2.731675177158681
18222915,2.923421370582971
82326193,2.724075208747329
88999593,3.3244604771520643
22812622,2.8251741352873583
52932123,2.850709272437112
23993310,2.791694617039732
12543,2.724521780269758
25669205,2.841346186729072
18751767,2.7700740818222944
8000702,2.8496239226999913
9721422,3.38708403474954
27791260,2.9188608054905876
38406198,2.72609820557586
